ng_range	score	w_comp	vaf_range 	TP	FP	TN	FN	FN_u	FN_o	sens.	spec.	acc.	youden	prec.	recall	F1	FDR	mean_youden
4.0_64.0	1.5	1.0	>=0.5     	207	77	1095	30	2	28	0.873	0.934	0.924	0.807	0.729	0.873	0.795	0.271	0.817
8.0_64.0	1.2	0.3	>=0.7_0.75	85	9	199	15	0	15	0.85	0.957	0.922	0.807	0.904	0.85	0.876	0.096	0.804
8.0_64.0	1.2	0.7	>=0.375   	167	24	840	33	1	32	0.835	0.972	0.946	0.807	0.874	0.835	0.854	0.126	0.806
8.0_64.0	1.3	0.6	>=0.7_0.75	85	9	199	15	0	15	0.85	0.957	0.922	0.807	0.904	0.85	0.876	0.096	0.804
8.0_64.0	1.4	0.9	>=0.7_0.75	85	9	199	15	0	15	0.85	0.957	0.922	0.807	0.904	0.85	0.876	0.096	0.804
8.0_64.0	1.5	0.0	>=0.7_0.75	97	34	174	3	0	3	0.97	0.837	0.88	0.807	0.74	0.97	0.84	0.26	0.807
8.0_64.0	1.5	0.1	>=0.7_0.75	97	34	174	3	0	3	0.97	0.837	0.88	0.807	0.74	0.97	0.84	0.26	0.807
8.0_64.0	1.5	1.0	>=0.5     	139	46	581	19	0	19	0.88	0.927	0.917	0.807	0.751	0.88	0.81	0.249	0.817
4.0_64.0	0.7	0.0	>=1.0     	61	1	136	14	0	14	0.813	0.993	0.929	0.806	0.984	0.813	0.89	0.016	0.806
4.0_64.0	0.7	0.1	>=1.0     	61	1	136	14	0	14	0.813	0.993	0.929	0.806	0.984	0.813	0.89	0.016	0.806
4.0_64.0	1.3	0.0	>=0.5     	222	153	1019	15	2	13	0.937	0.869	0.881	0.806	0.592	0.937	0.726	0.408	0.828
4.0_64.0	1.3	1.0	>=0.5     	197	29	1143	40	2	38	0.831	0.975	0.951	0.806	0.872	0.831	0.851	0.128	0.809
4.0_64.0	1.5	0.5	>=0.5     	222	153	1019	15	2	13	0.937	0.869	0.881	0.806	0.592	0.937	0.726	0.408	0.83
8.0_64.0	0.7	0.0	>=1.0     	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.7	0.1	>=1.0     	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.7	0.2	>=1.0     	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.8	0.5	>=1.0     	41	1	73	9	0	9	0.82	0.986	0.919	0.806	0.976	0.82	0.891	0.024	0.806
8.0_64.0	0.9	0.2	>=0.5     	129	6	621	29	0	29	0.816	0.99	0.955	0.806	0.956	0.816	0.88	0.044	0.805
8.0_64.0	0.9	0.2	>=0.7_0.75	82	3	205	18	0	18	0.82	0.986	0.932	0.806	0.965	0.82	0.887	0.035	0.806
8.0_64.0	1.0	0.3	>=0.375   	165	16	848	35	1	34	0.825	0.981	0.952	0.806	0.912	0.825	0.866	0.088	0.803
8.0_64.0	1.1	0.5	>=0.375   	166	21	843	34	1	33	0.83	0.976	0.948	0.806	0.888	0.83	0.858	0.112	0.805
8.0_64.0	1.1	0.7	>=0.7_0.75	82	3	205	18	0	18	0.82	0.986	0.932	0.806	0.965	0.82	0.887	0.035	0.806
8.0_64.0	1.2	0.6	>=0.375   	168	29	835	32	1	31	0.84	0.966	0.943	0.806	0.853	0.84	0.846	0.147	0.808
8.0_64.0	1.2	1.0	>=0.7_0.75	82	3	205	18	0	18	0.82	0.986	0.932	0.806	0.965	0.82	0.887	0.035	0.806
8.0_64.0	1.3	0.5	>=0.5     	138	42	585	20	0	20	0.873	0.933	0.921	0.806	0.767	0.873	0.817	0.233	0.816
8.0_64.0	1.4	0.7	>=0.5     	140	50	577	18	0	18	0.886	0.92	0.913	0.806	0.737	0.886	0.805	0.263	0.819
8.0_64.0	1.5	0.7	>=0.5     	146	74	553	12	0	12	0.924	0.882	0.89	0.806	0.664	0.924	0.773	0.336	0.829
8.0_64.0	1.5	1.0	>=1.0     	43	4	70	7	0	7	0.86	0.946	0.911	0.806	0.915	0.86	0.887	0.085	0.806
4.0_64.0	0.8	0.0	>=0.7_0.75	122	3	389	28	0	28	0.813	0.992	0.943	0.805	0.976	0.813	0.887	0.024	0.806
4.0_64.0	0.9	0.1	>=0.7_0.75	123	6	386	27	0	27	0.82	0.985	0.939	0.805	0.953	0.82	0.882	0.047	0.806
4.0_64.0	0.9	0.3	>=0.7_0.75	122	3	389	28	0	28	0.813	0.992	0.943	0.805	0.976	0.813	0.887	0.024	0.806
4.0_64.0	0.9	0.4	>=0.7_0.75	122	3	389	28	0	28	0.813	0.992	0.943	0.805	0.976	0.813	0.887	0.024	0.806
4.0_64.0	0.9	0.5	>=0.7_0.75	122	3	389	28	0	28	0.813	0.992	0.943	0.805	0.976	0.813	0.887	0.024	0.806
4.0_64.0	1.0	0.3	>=0.5     	195	21	1151	42	2	40	0.823	0.982	0.955	0.805	0.903	0.823	0.861	0.097	0.807
4.0_64.0	1.4	0.7	>=0.5     	208	85	1087	29	2	27	0.878	0.927	0.919	0.805	0.71	0.878	0.785	0.29	0.817
8.0_64.0	0.8	0.1	>=0.5     	128	3	624	30	0	30	0.81	0.995	0.958	0.805	0.977	0.81	0.886	0.023	0.802
8.0_64.0	0.8	0.2	>=0.5     	128	3	624	30	0	30	0.81	0.995	0.958	0.805	0.977	0.81	0.886	0.023	0.802
8.0_64.0	0.8	0.4	>=0.7_0.75	81	1	207	19	0	19	0.81	0.995	0.935	0.805	0.988	0.81	0.89	0.012	0.803
8.0_64.0	0.9	0.6	>=0.7_0.75	81	1	207	19	0	19	0.81	0.995	0.935	0.805	0.988	0.81	0.89	0.012	0.803
8.0_64.0	0.9	0.7	>=0.7_0.75	81	1	207	19	0	19	0.81	0.995	0.935	0.805	0.988	0.81	0.89	0.012	0.803
8.0_64.0	0.9	0.8	>=0.7_0.75	81	1	207	19	0	19	0.81	0.995	0.935	0.805	0.988	0.81	0.89	0.012	0.803
8.0_64.0	1.1	0.4	>=0.375   	167	26	838	33	1	32	0.835	0.97	0.945	0.805	0.865	0.835	0.85	0.135	0.805
4.0_64.0	1.2	0.2	>=0.5     	207	81	1091	30	2	28	0.873	0.931	0.921	0.804	0.719	0.873	0.789	0.281	0.818
4.0_64.0	1.2	0.5	>=0.5     	200	47	1125	37	2	35	0.844	0.96	0.94	0.804	0.81	0.844	0.827	0.19	0.808
4.0_64.0	1.4	0.8	>=0.5     	204	67	1105	33	2	31	0.861	0.943	0.929	0.804	0.753	0.861	0.803	0.247	0.81
4.0_64.0	1.5	0.8	>=0.5     	212	107	1065	25	2	23	0.895	0.909	0.906	0.804	0.665	0.895	0.763	0.335	0.821
8.0_64.0	1.1	0.2	>=0.375   	169	35	829	31	1	30	0.845	0.959	0.938	0.804	0.828	0.845	0.836	0.172	0.806
4.0_64.0	1.4	1.0	>=0.5     	200	48	1124	37	2	35	0.844	0.959	0.94	0.803	0.806	0.844	0.825	0.194	0.803
8.0_64.0	1.0	0.2	>=0.375   	166	23	841	34	1	33	0.83	0.973	0.946	0.803	0.878	0.83	0.853	0.122	0.804
8.0_64.0	1.1	0.0	>=0.5     	138	44	583	20	0	20	0.873	0.93	0.918	0.803	0.758	0.873	0.811	0.242	0.814
8.0_64.0	1.2	0.4	>=0.375   	171	45	819	29	1	28	0.855	0.948	0.93	0.803	0.792	0.855	0.822	0.208	0.804
8.0_64.0	1.4	0.4	>=0.5     	146	76	551	12	0	12	0.924	0.879	0.888	0.803	0.658	0.924	0.769	0.342	0.827
8.0_64.0	1.5	0.6	>=0.5     	148	84	543	10	0	10	0.937	0.866	0.88	0.803	0.638	0.937	0.759	0.362	0.828
4.0_64.0	0.8	0.3	>=0.7_0.75	121	2	390	29	0	29	0.807	0.995	0.943	0.802	0.984	0.807	0.887	0.016	0.801
4.0_64.0	0.9	0.6	>=0.7_0.75	121	2	390	29	0	29	0.807	0.995	0.943	0.802	0.984	0.807	0.887	0.016	0.801
4.0_64.0	1.0	1.0	>=0.7_0.75	121	2	390	29	0	29	0.807	0.995	0.943	0.802	0.984	0.807	0.887	0.016	0.802
4.0_64.0	1.1	0.1	>=1.0     	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.1	0.8	>=0.5     	192	9	1163	45	2	43	0.81	0.992	0.962	0.802	0.955	0.81	0.877	0.045	0.804
4.0_64.0	1.2	0.4	>=1.0     	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.3	0.7	>=1.0     	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
4.0_64.0	1.4	1.0	>=1.0     	64	7	130	11	0	11	0.853	0.949	0.915	0.802	0.901	0.853	0.876	0.099	0.802
8.0_64.0	0.9	0.1	>=0.5     	129	9	618	29	0	29	0.816	0.986	0.952	0.802	0.935	0.816	0.871	0.065	0.801
8.0_64.0	1.0	0.0	>=0.5     	133	25	602	25	0	25	0.842	0.96	0.936	0.802	0.842	0.842	0.842	0.158	0.811
8.0_64.0	1.0	0.4	>=0.5     	129	9	618	29	0	29	0.816	0.986	0.952	0.802	0.935	0.816	0.871	0.065	0.801
8.0_64.0	1.0	0.9	>=0.5     	127	1	626	31	0	31	0.804	0.998	0.959	0.802	0.992	0.804	0.888	0.008	0.801
8.0_64.0	1.0	1.0	>=0.5     	127	1	626	31	0	31	0.804	0.998	0.959	0.802	0.992	0.804	0.888	0.008	0.801
8.0_64.0	1.4	0.9	>=0.375   	171	46	818	29	1	28	0.855	0.947	0.93	0.802	0.788	0.855	0.82	0.212	0.801
4.0_64.0	1.1	0.5	>=0.5     	195	26	1146	42	2	40	0.823	0.978	0.952	0.801	0.882	0.823	0.851	0.118	0.804
4.0_64.0	1.1	0.9	>=0.5     	191	6	1166	46	2	44	0.806	0.995	0.963	0.801	0.97	0.806	0.88	0.03	0.801
4.0_64.0	1.2	0.7	>=0.5     	196	31	1141	41	2	39	0.827	0.974	0.949	0.801	0.863	0.827	0.845	0.137	0.803
4.0_64.0	1.2	1.0	>=0.5     	192	11	1161	45	2	43	0.81	0.991	0.96	0.801	0.946	0.81	0.873	0.054	0.802
8.0_64.0	0.8	0.3	>=0.5     	127	2	625	31	0	31	0.804	0.997	0.958	0.801	0.984	0.804	0.885	0.016	0.797
8.0_64.0	0.9	0.1	>=0.7_0.75	82	4	204	18	0	18	0.82	0.981	0.929	0.801	0.953	0.82	0.882	0.047	0.802
8.0_64.0	1.0	0.4	>=0.7_0.75	82	4	204	18	0	18	0.82	0.981	0.929	0.801	0.953	0.82	0.882	0.047	0.802
8.0_64.0	1.5	0.8	>=0.5     	143	65	562	15	0	15	0.905	0.896	0.898	0.801	0.688	0.905	0.782	0.312	0.822
4.0_64.0	1.1	0.7	>=0.5     	192	12	1160	45	2	43	0.81	0.99	0.96	0.8	0.941	0.81	0.871	0.059	0.802
4.0_64.0	1.3	0.3	>=0.5     	211	106	1066	26	2	24	0.89	0.91	0.906	0.8	0.666	0.89	0.762	0.334	0.819
4.0_64.0	1.3	0.9	>=0.5     	197	36	1136	40	2	38	0.831	0.969	0.946	0.8	0.845	0.831	0.838	0.155	0.803
4.0_64.0	1.4	0.2	>=0.5     	222	161	1011	15	2	13	0.937	0.863	0.875	0.8	0.58	0.937	0.716	0.42	0.824
4.0_64.0	1.5	0.3	>=0.5     	226	180	992	11	2	9	0.954	0.846	0.864	0.8	0.557	0.954	0.703	0.443	0.823
8.0_64.0	0.8	0.1	>=0.7_0.75	81	2	206	19	0	19	0.81	0.99	0.932	0.8	0.976	0.81	0.885	0.024	0.8
8.0_64.0	0.8	0.2	>=0.7_0.75	81	2	206	19	0	19	0.81	0.99	0.932	0.8	0.976	0.81	0.885	0.024	0.8
8.0_64.0	0.8	0.3	>=0.7_0.75	81	2	206	19	0	19	0.81	0.99	0.932	0.8	0.976	0.81	0.885	0.024	0.8
8.0_64.0	1.1	0.8	>=0.375   	162	9	855	38	1	37	0.81	0.99	0.956	0.8	0.947	0.81	0.873	0.053	0.796
8.0_64.0	1.3	0.2	>=0.5     	145	74	553	13	0	13	0.918	0.882	0.889	0.8	0.662	0.918	0.769	0.338	0.828
4.0_64.0	0.8	0.1	>=0.7_0.75	121	3	389	29	0	29	0.807	0.992	0.941	0.799	0.976	0.807	0.883	0.024	0.799
4.0_64.0	0.8	0.2	>=0.7_0.75	121	3	389	29	0	29	0.807	0.992	0.941	0.799	0.976	0.807	0.883	0.024	0.799
4.0_64.0	1.0	0.2	>=0.5     	195	28	1144	42	2	40	0.823	0.976	0.95	0.799	0.874	0.823	0.848	0.126	0.803
4.0_64.0	1.1	0.4	>=0.5     	196	33	1139	41	2	39	0.827	0.972	0.947	0.799	0.856	0.827	0.841	0.144	0.802
4.0_64.0	1.2	0.1	>=0.5     	209	97	1075	28	2	26	0.882	0.917	0.911	0.799	0.683	0.882	0.77	0.317	0.815
4.0_64.0	1.2	0.6	>=0.5     	197	38	1134	40	2	38	0.831	0.968	0.945	0.799	0.838	0.831	0.834	0.162	0.802
4.0_64.0	1.3	0.7	>=0.5     	200	53	1119	37	2	35	0.844	0.955	0.936	0.799	0.791	0.844	0.817	0.209	0.801
4.0_64.0	1.4	0.6	>=0.5     	210	102	1070	27	2	25	0.886	0.913	0.908	0.799	0.673	0.886	0.765	0.327	0.816
4.0_64.0	1.4	0.9	>=0.5     	201	58	1114	36	2	34	0.848	0.951	0.933	0.799	0.776	0.848	0.81	0.224	0.801
8.0_64.0	1.0	0.1	>=0.375   	166	27	837	34	1	33	0.83	0.969	0.943	0.799	0.86	0.83	0.845	0.14	0.801
8.0_64.0	1.1	0.1	>=1.0     	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	1.2	0.4	>=1.0     	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	1.3	0.1	>=0.5     	147	82	545	11	0	11	0.93	0.869	0.882	0.799	0.642	0.93	0.76	0.358	0.827
8.0_64.0	1.3	0.7	>=1.0     	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
8.0_64.0	1.4	1.0	>=1.0     	42	3	71	8	0	8	0.84	0.959	0.911	0.799	0.933	0.84	0.884	0.067	0.799
4.0_64.0	0.9	0.0	>=0.5     	194	25	1147	43	2	41	0.819	0.979	0.952	0.798	0.886	0.819	0.851	0.114	0.8
4.0_64.0	1.0	0.5	>=0.5     	191	9	1163	46	2	44	0.806	0.992	0.961	0.798	0.955	0.806	0.874	0.045	0.8
4.0_64.0	1.1	0.2	>=0.5     	199	49	1123	38	2	36	0.84	0.958	0.938	0.798	0.802	0.84	0.821	0.198	0.803
4.0_64.0	1.1	1.0	>=0.5     	190	5	1167	47	2	45	0.802	0.996	0.963	0.798	0.974	0.802	0.88	0.026	0.798
4.0_64.0	1.3	0.4	>=0.5     	208	94	1078	29	2	27	0.878	0.92	0.913	0.798	0.689	0.878	0.772	0.311	0.812
4.0_64.0	1.5	0.4	>=0.5     	224	172	1000	13	2	11	0.945	0.853	0.869	0.798	0.566	0.945	0.708	0.434	0.822
8.0_64.0	0.9	0.0	>=0.375   	164	19	845	36	1	35	0.82	0.978	0.948	0.798	0.896	0.82	0.856	0.104	0.797
8.0_64.0	1.0	0.5	>=0.375   	161	6	858	39	1	38	0.805	0.993	0.958	0.798	0.964	0.805	0.877	0.036	0.794
8.0_64.0	1.1	0.1	>=0.375   	170	45	819	30	1	29	0.85	0.948	0.93	0.798	0.791	0.85	0.819	0.209	0.798
8.0_64.0	1.1	0.3	>=0.375   	167	32	832	33	1	32	0.835	0.963	0.939	0.798	0.839	0.835	0.837	0.161	0.801
8.0_64.0	1.2	0.1	>=0.5     	141	59	568	17	0	17	0.892	0.906	0.903	0.798	0.705	0.892	0.788	0.295	0.817
8.0_64.0	1.3	0.6	>=0.375   	171	49	815	29	1	28	0.855	0.943	0.927	0.798	0.777	0.855	0.814	0.223	0.799
8.0_64.0	1.4	0.0	>=1.0     	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.4	0.3	>=0.5     	148	87	540	10	0	10	0.937	0.861	0.876	0.798	0.63	0.937	0.753	0.37	0.825
8.0_64.0	1.5	0.0	>=1.0     	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.5	0.1	>=1.0     	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
8.0_64.0	1.5	0.2	>=1.0     	48	12	62	2	0	2	0.96	0.838	0.887	0.798	0.8	0.96	0.873	0.2	0.798
4.0_64.0	0.8	0.4	>=0.7_0.75	120	1	391	30	0	30	0.8	0.997	0.943	0.797	0.992	0.8	0.886	0.008	0.796
4.0_64.0	0.9	0.7	>=0.7_0.75	120	1	391	30	0	30	0.8	0.997	0.943	0.797	0.992	0.8	0.886	0.008	0.796
4.0_64.0	0.9	0.8	>=0.7_0.75	120	1	391	30	0	30	0.8	0.997	0.943	0.797	0.992	0.8	0.886	0.008	0.796
4.0_64.0	1.0	0.7	>=0.5     	190	6	1166	47	2	45	0.802	0.995	0.962	0.797	0.969	0.802	0.878	0.031	0.797
4.0_64.0	1.2	0.3	>=0.5     	202	65	1107	35	2	33	0.852	0.945	0.929	0.797	0.757	0.852	0.802	0.243	0.802
8.0_64.0	1.2	1.0	>=0.375   	162	11	853	38	1	37	0.81	0.987	0.954	0.797	0.936	0.81	0.868	0.064	0.793
8.0_64.0	1.3	0.3	>=0.5     	142	64	563	16	0	16	0.899	0.898	0.898	0.797	0.689	0.899	0.78	0.311	0.82
4.0_64.0	1.0	0.6	>=0.5     	190	7	1165	47	2	45	0.802	0.994	0.962	0.796	0.964	0.802	0.876	0.036	0.797
4.0_64.0	1.3	0.6	>=0.5     	201	61	1111	36	2	34	0.848	0.948	0.931	0.796	0.767	0.848	0.805	0.233	0.8
4.0_64.0	1.5	0.9	>=0.5     	208	96	1076	29	2	27	0.878	0.918	0.911	0.796	0.684	0.878	0.769	0.316	0.811
8.0_64.0	1.1	0.7	>=0.375   	162	12	852	38	1	37	0.81	0.986	0.953	0.796	0.931	0.81	0.866	0.069	0.792
4.0_64.0	1.2	0.4	>=0.5     	200	58	1114	37	2	35	0.844	0.951	0.933	0.795	0.775	0.844	0.808	0.225	0.799
4.0_64.0	1.4	0.9	>=1.0     	64	8	129	11	0	11	0.853	0.942	0.91	0.795	0.889	0.853	0.871	0.111	0.795
8.0_64.0	0.7	0.1	>=0.7_0.75	80	1	207	20	0	20	0.8	0.995	0.932	0.795	0.988	0.8	0.884	0.012	0.793
8.0_64.0	0.7	0.2	>=0.7_0.75	80	1	207	20	0	20	0.8	0.995	0.932	0.795	0.988	0.8	0.884	0.012	0.793
8.0_64.0	0.8	0.4	>=0.5     	126	1	626	32	0	32	0.797	0.998	0.958	0.795	0.992	0.797	0.884	0.008	0.794
8.0_64.0	0.8	0.5	>=0.7_0.75	80	1	207	20	0	20	0.8	0.995	0.932	0.795	0.988	0.8	0.884	0.012	0.793
8.0_64.0	0.9	0.2	>=0.375   	161	9	855	39	1	38	0.805	0.99	0.955	0.795	0.947	0.805	0.87	0.053	0.791
8.0_64.0	0.9	0.6	>=0.5     	126	1	626	32	0	32	0.797	0.998	0.958	0.795	0.992	0.797	0.884	0.008	0.794
8.0_64.0	0.9	0.7	>=0.5     	126	1	626	32	0	32	0.797	0.998	0.958	0.795	0.992	0.797	0.884	0.008	0.794
8.0_64.0	0.9	0.8	>=0.5     	126	1	626	32	0	32	0.797	0.998	0.958	0.795	0.992	0.797	0.884	0.008	0.794
8.0_64.0	1.2	0.2	>=0.375   	174	65	799	26	1	25	0.87	0.925	0.914	0.795	0.728	0.87	0.793	0.272	0.802
8.0_64.0	1.3	0.4	>=0.5     	140	57	570	18	0	18	0.886	0.909	0.904	0.795	0.711	0.886	0.789	0.289	0.812
4.0_64.0	1.1	0.1	>=0.5     	200	59	1113	37	2	35	0.844	0.95	0.932	0.794	0.772	0.844	0.806	0.228	0.799
4.0_64.0	1.3	0.5	>=0.5     	203	74	1098	34	2	32	0.857	0.937	0.923	0.794	0.733	0.857	0.79	0.267	0.803
8.0_64.0	0.7	0.0	>=0.5     	126	2	625	32	0	32	0.797	0.997	0.957	0.794	0.984	0.797	0.881	0.016	0.791
8.0_64.0	1.2	0.3	>=0.375   	171	53	811	29	1	28	0.855	0.939	0.923	0.794	0.763	0.855	0.806	0.237	0.795
4.0_64.0	0.7	0.2	>=1.0     	60	1	136	15	0	15	0.8	0.993	0.925	0.793	0.984	0.8	0.883	0.016	0.793
4.0_64.0	0.8	0.5	>=1.0     	60	1	136	15	0	15	0.8	0.993	0.925	0.793	0.984	0.8	0.883	0.016	0.793
4.0_64.0	1.0	0.8	>=0.5     	189	5	1167	48	2	46	0.797	0.996	0.962	0.793	0.974	0.797	0.877	0.026	0.794
4.0_64.0	1.1	0.0	>=0.5     	203	75	1097	34	2	32	0.857	0.936	0.923	0.793	0.73	0.857	0.788	0.27	0.803
4.0_64.0	1.5	0.2	>=0.5     	227	193	979	10	2	8	0.958	0.835	0.856	0.793	0.54	0.958	0.691	0.46	0.814
8.0_64.0	1.0	0.6	>=0.375   	160	6	858	40	1	39	0.8	0.993	0.957	0.793	0.964	0.8	0.874	0.036	0.788
8.0_64.0	1.1	0.9	>=0.375   	160	6	858	40	1	39	0.8	0.993	0.957	0.793	0.964	0.8	0.874	0.036	0.788
8.0_64.0	1.4	0.6	>=0.5     	141	62	565	17	0	17	0.892	0.901	0.899	0.793	0.695	0.892	0.781	0.305	0.815
8.0_64.0	1.4	0.8	>=0.375   	172	58	806	28	1	27	0.86	0.933	0.919	0.793	0.748	0.86	0.8	0.252	0.796
8.0_64.0	1.5	0.9	>=0.5     	140	58	569	18	0	18	0.886	0.907	0.903	0.793	0.707	0.886	0.786	0.293	0.813
4.0_64.0	0.9	0.2	>=0.5     	190	12	1160	47	2	45	0.802	0.99	0.958	0.792	0.941	0.802	0.866	0.059	0.794
4.0_64.0	0.9	0.5	>=0.5     	189	6	1166	48	2	46	0.797	0.995	0.962	0.792	0.969	0.797	0.875	0.031	0.793
4.0_64.0	1.0	0.1	>=0.5     	195	36	1136	42	2	40	0.823	0.969	0.945	0.792	0.844	0.823	0.833	0.156	0.796
4.0_64.0	1.0	0.4	>=0.5     	191	16	1156	46	2	44	0.806	0.986	0.956	0.792	0.923	0.806	0.861	0.077	0.794
4.0_64.0	1.4	0.0	>=0.5     	226	190	982	11	2	9	0.954	0.838	0.857	0.792	0.543	0.954	0.692	0.457	0.811
4.0_64.0	1.4	0.1	>=0.5     	224	179	993	13	2	11	0.945	0.847	0.864	0.792	0.556	0.945	0.7	0.444	0.812
4.0_64.0	1.5	0.6	>=0.375   	272	183	1412	28	4	24	0.907	0.885	0.889	0.792	0.598	0.907	0.721	0.402	0.804
8.0_64.0	1.1	1.0	>=0.375   	159	3	861	41	1	40	0.795	0.997	0.959	0.792	0.981	0.795	0.878	0.019	0.786
8.0_64.0	1.3	0.5	>=0.375   	172	59	805	28	1	27	0.86	0.932	0.918	0.792	0.745	0.86	0.798	0.255	0.796
8.0_64.0	1.5	0.6	>=0.375   	184	111	753	16	1	15	0.92	0.872	0.881	0.792	0.624	0.92	0.744	0.376	0.807
4.0_64.0	0.9	0.3	>=0.5     	189	7	1165	48	2	46	0.797	0.994	0.961	0.791	0.964	0.797	0.873	0.036	0.792
4.0_64.0	0.9	0.4	>=0.5     	189	7	1165	48	2	46	0.797	0.994	0.961	0.791	0.964	0.797	0.873	0.036	0.792
4.0_64.0	1.2	0.9	>=0.375   	242	26	1569	58	4	54	0.807	0.984	0.956	0.791	0.903	0.807	0.852	0.097	0.787
8.0_64.0	0.9	0.1	>=0.375   	161	12	852	39	1	38	0.805	0.986	0.952	0.791	0.931	0.805	0.863	0.069	0.788
8.0_64.0	1.0	0.0	>=0.375   	166	34	830	34	1	33	0.83	0.961	0.936	0.791	0.83	0.83	0.83	0.17	0.795
8.0_64.0	1.2	0.0	>=0.375   	179	90	774	21	1	20	0.895	0.896	0.896	0.791	0.665	0.895	0.763	0.335	0.806
4.0_64.0	0.7	0.1	>=0.7_0.75	119	1	391	31	0	31	0.793	0.997	0.941	0.79	0.992	0.793	0.881	0.008	0.79
4.0_64.0	1.5	0.1	>=0.5     	228	202	970	9	2	7	0.962	0.828	0.85	0.79	0.53	0.962	0.683	0.47	0.81
8.0_64.0	0.7	0.0	>=0.7_0.75	80	2	206	20	0	20	0.8	0.99	0.929	0.79	0.976	0.8	0.879	0.024	0.79
8.0_64.0	1.0	0.7	>=0.375   	159	4	860	41	1	40	0.795	0.995	0.958	0.79	0.975	0.795	0.876	0.025	0.784
8.0_64.0	1.3	0.0	>=0.5     	149	96	531	9	0	9	0.943	0.847	0.866	0.79	0.608	0.943	0.739	0.392	0.813
4.0_64.0	0.8	0.0	>=0.5     	189	9	1163	48	2	46	0.797	0.992	0.96	0.789	0.955	0.797	0.869	0.045	0.791
4.0_64.0	1.0	0.0	>=0.5     	196	45	1127	41	2	39	0.827	0.962	0.939	0.789	0.813	0.827	0.82	0.187	0.795
4.0_64.0	1.1	0.3	>=0.5     	196	44	1128	41	2	39	0.827	0.962	0.94	0.789	0.817	0.827	0.822	0.183	0.794
4.0_64.0	1.3	0.8	>=0.375   	248	60	1535	52	4	48	0.827	0.962	0.941	0.789	0.805	0.827	0.816	0.195	0.789
8.0_64.0	0.7	0.1	>=0.5     	125	1	626	33	0	33	0.791	0.998	0.957	0.789	0.992	0.791	0.88	0.008	0.787
8.0_64.0	0.7	0.2	>=0.5     	125	1	626	33	0	33	0.791	0.998	0.957	0.789	0.992	0.791	0.88	0.008	0.787
8.0_64.0	0.8	0.5	>=0.5     	125	1	626	33	0	33	0.791	0.998	0.957	0.789	0.992	0.791	0.88	0.008	0.787
8.0_64.0	0.9	0.3	>=0.375   	159	5	859	41	1	40	0.795	0.994	0.957	0.789	0.97	0.795	0.874	0.03	0.783
8.0_64.0	1.0	0.4	>=0.375   	161	14	850	39	1	38	0.805	0.984	0.95	0.789	0.92	0.805	0.859	0.08	0.786
8.0_64.0	1.4	0.7	>=0.375   	174	70	794	26	1	25	0.87	0.919	0.91	0.789	0.713	0.87	0.784	0.287	0.796
8.0_64.0	1.5	1.0	>=0.375   	173	66	798	27	1	26	0.865	0.924	0.913	0.789	0.724	0.865	0.788	0.276	0.794
4.0_64.0	0.7	0.0	>=0.7_0.75	119	2	390	31	0	31	0.793	0.995	0.939	0.788	0.983	0.793	0.878	0.017	0.788
8.0_64.0	0.8	0.0	>=0.375   	159	6	858	41	1	40	0.795	0.993	0.956	0.788	0.964	0.795	0.871	0.036	0.783
8.0_64.0	1.5	0.5	>=0.5     	149	97	530	9	0	9	0.943	0.845	0.865	0.788	0.606	0.943	0.738	0.394	0.816
4.0_64.0	0.8	0.1	>=0.5     	188	7	1165	49	2	47	0.793	0.994	0.96	0.787	0.964	0.793	0.87	0.036	0.788
4.0_64.0	0.8	0.2	>=0.5     	188	7	1165	49	2	47	0.793	0.994	0.96	0.787	0.964	0.793	0.87	0.036	0.788
4.0_64.0	0.9	0.1	>=0.5     	190	17	1155	47	2	45	0.802	0.985	0.955	0.787	0.918	0.802	0.856	0.082	0.79
4.0_64.0	1.2	0.8	>=0.375   	243	37	1558	57	4	53	0.81	0.977	0.95	0.787	0.868	0.81	0.838	0.132	0.785
